2025-02-06 10:51:37,772 - ERROR - Ping error for 10.0.2.5: Command '['ping', '-c', '1', '10.0.2.5']' timed out after 2 seconds
2025-02-10 09:13:30,640 - ERROR - Ping error for 10.0.2.20: Command '['ping', '-c', '1', '10.0.2.20']' timed out after 2 seconds
2025-02-10 09:13:30,648 - ERROR - Ping error for 10.0.2.23: Command '['ping', '-c', '1', '10.0.2.23']' timed out after 2 seconds
2025-02-10 09:13:30,649 - ERROR - Ping error for 10.0.2.22: Command '['ping', '-c', '1', '10.0.2.22']' timed out after 2 seconds
2025-02-10 09:13:30,651 - ERROR - Ping error for 10.0.2.21: Command '['ping', '-c', '1', '10.0.2.21']' timed out after 2 seconds
2025-02-10 09:13:30,653 - ERROR - Ping error for 10.0.2.24: Command '['ping', '-c', '1', '10.0.2.24']' timed out after 2 seconds
2025-02-10 09:13:30,656 - ERROR - Ping error for 10.0.2.25: Command '['ping', '-c', '1', '10.0.2.25']' timed out after 2 seconds
2025-02-10 09:13:30,656 - ERROR - Ping error for 10.0.2.27: Command '['ping', '-c', '1', '10.0.2.27']' timed out after 2 seconds
2025-02-10 09:13:30,663 - ERROR - Ping error for 10.0.2.26: Command '['ping', '-c', '1', '10.0.2.26']' timed out after 2 seconds
2025-02-10 09:13:30,665 - ERROR - Ping error for 10.0.2.30: Command '['ping', '-c', '1', '10.0.2.30']' timed out after 2 seconds
2025-02-10 09:13:30,665 - ERROR - Ping error for 10.0.2.28: Command '['ping', '-c', '1', '10.0.2.28']' timed out after 2 seconds
2025-02-10 09:13:30,666 - ERROR - Ping error for 10.0.2.32: Command '['ping', '-c', '1', '10.0.2.32']' timed out after 2 seconds
2025-02-10 09:13:30,667 - ERROR - Ping error for 10.0.2.31: Command '['ping', '-c', '1', '10.0.2.31']' timed out after 2 seconds
2025-02-10 09:13:30,671 - ERROR - Ping error for 10.0.2.33: Command '['ping', '-c', '1', '10.0.2.33']' timed out after 2 seconds
2025-02-10 09:13:30,672 - ERROR - Ping error for 10.0.2.36: Command '['ping', '-c', '1', '10.0.2.36']' timed out after 2 seconds
2025-02-10 09:13:30,672 - ERROR - Ping error for 10.0.2.29: Command '['ping', '-c', '1', '10.0.2.29']' timed out after 2 seconds
2025-02-10 09:13:30,688 - ERROR - Ping error for 10.0.2.37: Command '['ping', '-c', '1', '10.0.2.37']' timed out after 2 seconds
2025-02-10 09:13:30,690 - ERROR - Ping error for 10.0.2.35: Command '['ping', '-c', '1', '10.0.2.35']' timed out after 2 seconds
2025-02-10 09:13:30,690 - ERROR - Ping error for 10.0.2.34: Command '['ping', '-c', '1', '10.0.2.34']' timed out after 2 seconds
2025-02-10 09:13:30,691 - ERROR - Ping error for 10.0.2.38: Command '['ping', '-c', '1', '10.0.2.38']' timed out after 2 seconds
2025-02-10 09:13:30,692 - ERROR - Ping error for 10.0.2.39: Command '['ping', '-c', '1', '10.0.2.39']' timed out after 2 seconds
2025-02-10 09:13:30,696 - ERROR - Ping error for 10.0.2.43: Command '['ping', '-c', '1', '10.0.2.43']' timed out after 2 seconds
2025-02-10 09:13:30,697 - ERROR - Ping error for 10.0.2.41: Command '['ping', '-c', '1', '10.0.2.41']' timed out after 2 seconds
2025-02-10 09:13:30,697 - ERROR - Ping error for 10.0.2.40: Command '['ping', '-c', '1', '10.0.2.40']' timed out after 2 seconds
2025-02-10 09:13:30,699 - ERROR - Ping error for 10.0.2.45: Command '['ping', '-c', '1', '10.0.2.45']' timed out after 2 seconds
2025-02-10 09:13:30,700 - ERROR - Ping error for 10.0.2.44: Command '['ping', '-c', '1', '10.0.2.44']' timed out after 2 seconds
2025-02-10 09:13:30,699 - ERROR - Ping error for 10.0.2.42: Command '['ping', '-c', '1', '10.0.2.42']' timed out after 2 seconds
2025-02-10 09:13:30,706 - ERROR - Ping error for 10.0.2.47: Command '['ping', '-c', '1', '10.0.2.47']' timed out after 2 seconds
2025-02-10 09:13:30,707 - ERROR - Ping error for 10.0.2.48: Command '['ping', '-c', '1', '10.0.2.48']' timed out after 2 seconds
2025-02-10 09:13:30,710 - ERROR - Ping error for 10.0.2.50: Command '['ping', '-c', '1', '10.0.2.50']' timed out after 2 seconds
2025-02-10 09:13:30,713 - ERROR - Ping error for 10.0.2.51: Command '['ping', '-c', '1', '10.0.2.51']' timed out after 2 seconds
2025-02-10 09:13:30,714 - ERROR - Ping error for 10.0.2.49: Command '['ping', '-c', '1', '10.0.2.49']' timed out after 2 seconds
2025-02-10 09:13:30,725 - ERROR - Ping error for 10.0.2.46: Command '['ping', '-c', '1', '10.0.2.46']' timed out after 2 seconds
2025-02-10 09:13:30,726 - ERROR - Ping error for 10.0.2.52: Command '['ping', '-c', '1', '10.0.2.52']' timed out after 2 seconds
2025-02-10 09:13:30,727 - ERROR - Ping error for 10.0.2.54: Command '['ping', '-c', '1', '10.0.2.54']' timed out after 2 seconds
2025-02-10 09:13:30,727 - ERROR - Ping error for 10.0.2.53: Command '['ping', '-c', '1', '10.0.2.53']' timed out after 2 seconds
2025-02-10 09:13:32,557 - ERROR - Ping error for 10.0.2.55: Command '['ping', '-c', '1', '10.0.2.55']' timed out after 2 seconds
2025-02-10 09:13:32,584 - ERROR - Ping error for 10.0.2.56: Command '['ping', '-c', '1', '10.0.2.56']' timed out after 2 seconds
2025-02-10 09:13:32,613 - ERROR - Ping error for 10.0.2.59: Command '['ping', '-c', '1', '10.0.2.59']' timed out after 2 seconds
2025-02-10 09:13:32,614 - ERROR - Ping error for 10.0.2.58: Command '['ping', '-c', '1', '10.0.2.58']' timed out after 2 seconds
2025-02-10 09:13:32,615 - ERROR - Ping error for 10.0.2.57: Command '['ping', '-c', '1', '10.0.2.57']' timed out after 2 seconds
2025-02-10 09:13:32,616 - ERROR - Ping error for 10.0.2.60: Command '['ping', '-c', '1', '10.0.2.60']' timed out after 2 seconds
2025-02-10 09:13:32,632 - ERROR - Ping error for 10.0.2.61: Command '['ping', '-c', '1', '10.0.2.61']' timed out after 2 seconds
2025-02-10 09:13:32,634 - ERROR - Ping error for 10.0.2.62: Command '['ping', '-c', '1', '10.0.2.62']' timed out after 2 seconds
2025-02-10 09:13:32,635 - ERROR - Ping error for 10.0.2.63: Command '['ping', '-c', '1', '10.0.2.63']' timed out after 2 seconds
2025-02-10 09:13:32,641 - ERROR - Ping error for 10.0.2.64: Command '['ping', '-c', '1', '10.0.2.64']' timed out after 2 seconds
2025-02-10 09:13:32,642 - ERROR - Ping error for 10.0.2.67: Command '['ping', '-c', '1', '10.0.2.67']' timed out after 2 seconds
2025-02-10 09:13:32,642 - ERROR - Ping error for 10.0.2.66: Command '['ping', '-c', '1', '10.0.2.66']' timed out after 2 seconds
2025-02-10 09:13:32,643 - ERROR - Ping error for 10.0.2.65: Command '['ping', '-c', '1', '10.0.2.65']' timed out after 2 seconds
2025-02-10 09:13:32,647 - ERROR - Ping error for 10.0.2.69: Command '['ping', '-c', '1', '10.0.2.69']' timed out after 2 seconds
2025-02-10 09:13:32,648 - ERROR - Ping error for 10.0.2.70: Command '['ping', '-c', '1', '10.0.2.70']' timed out after 2 seconds
2025-02-10 09:13:32,649 - ERROR - Ping error for 10.0.2.68: Command '['ping', '-c', '1', '10.0.2.68']' timed out after 2 seconds
2025-02-10 09:13:32,655 - ERROR - Ping error for 10.0.2.72: Command '['ping', '-c', '1', '10.0.2.72']' timed out after 2 seconds
2025-02-10 09:13:32,655 - ERROR - Ping error for 10.0.2.71: Command '['ping', '-c', '1', '10.0.2.71']' timed out after 2 seconds
2025-02-10 09:13:32,658 - ERROR - Ping error for 10.0.2.73: Command '['ping', '-c', '1', '10.0.2.73']' timed out after 2 seconds
2025-02-10 09:13:32,669 - ERROR - Ping error for 10.0.2.76: Command '['ping', '-c', '1', '10.0.2.76']' timed out after 2 seconds
2025-02-10 09:13:32,670 - ERROR - Ping error for 10.0.2.75: Command '['ping', '-c', '1', '10.0.2.75']' timed out after 2 seconds
2025-02-10 09:13:32,670 - ERROR - Ping error for 10.0.2.74: Command '['ping', '-c', '1', '10.0.2.74']' timed out after 2 seconds
2025-02-10 09:13:32,675 - ERROR - Ping error for 10.0.2.77: Command '['ping', '-c', '1', '10.0.2.77']' timed out after 2 seconds
2025-02-10 09:13:32,679 - ERROR - Ping error for 10.0.2.79: Command '['ping', '-c', '1', '10.0.2.79']' timed out after 2 seconds
2025-02-10 09:13:32,679 - ERROR - Ping error for 10.0.2.78: Command '['ping', '-c', '1', '10.0.2.78']' timed out after 2 seconds
2025-02-10 09:13:32,680 - ERROR - Ping error for 10.0.2.80: Command '['ping', '-c', '1', '10.0.2.80']' timed out after 2 seconds
2025-02-10 09:13:32,682 - ERROR - Ping error for 10.0.2.81: Command '['ping', '-c', '1', '10.0.2.81']' timed out after 2 seconds
2025-02-10 09:13:32,682 - ERROR - Ping error for 10.0.2.83: Command '['ping', '-c', '1', '10.0.2.83']' timed out after 2 seconds
2025-02-10 09:13:32,685 - ERROR - Ping error for 10.0.2.82: Command '['ping', '-c', '1', '10.0.2.82']' timed out after 2 seconds
2025-02-10 09:13:32,686 - ERROR - Ping error for 10.0.2.84: Command '['ping', '-c', '1', '10.0.2.84']' timed out after 2 seconds
2025-02-10 09:13:32,695 - ERROR - Ping error for 10.0.2.85: Command '['ping', '-c', '1', '10.0.2.85']' timed out after 2 seconds
2025-02-10 09:13:32,697 - ERROR - Ping error for 10.0.2.89: Command '['ping', '-c', '1', '10.0.2.89']' timed out after 2 seconds
2025-02-10 09:13:32,698 - ERROR - Ping error for 10.0.2.88: Command '['ping', '-c', '1', '10.0.2.88']' timed out after 2 seconds
2025-02-10 09:13:32,703 - ERROR - Ping error for 10.0.2.87: Command '['ping', '-c', '1', '10.0.2.87']' timed out after 2 seconds
2025-02-10 09:13:32,704 - ERROR - Ping error for 10.0.2.86: Command '['ping', '-c', '1', '10.0.2.86']' timed out after 2 seconds
2025-02-10 09:13:32,707 - ERROR - Ping error for 10.0.2.93: Command '['ping', '-c', '1', '10.0.2.93']' timed out after 2 seconds
2025-02-10 09:13:32,712 - ERROR - Ping error for 10.0.2.90: Command '['ping', '-c', '1', '10.0.2.90']' timed out after 2 seconds
2025-02-10 09:13:32,712 - ERROR - Ping error for 10.0.2.94: Command '['ping', '-c', '1', '10.0.2.94']' timed out after 2 seconds
2025-02-10 09:13:32,717 - ERROR - Ping error for 10.0.2.91: Command '['ping', '-c', '1', '10.0.2.91']' timed out after 2 seconds
2025-02-10 09:13:32,731 - ERROR - Ping error for 10.0.2.92: Command '['ping', '-c', '1', '10.0.2.92']' timed out after 2 seconds
2025-02-10 09:13:32,732 - ERROR - Ping error for 10.0.2.95: Command '['ping', '-c', '1', '10.0.2.95']' timed out after 2 seconds
2025-02-10 09:13:32,732 - ERROR - Ping error for 10.0.2.99: Command '['ping', '-c', '1', '10.0.2.99']' timed out after 2 seconds
2025-02-10 09:13:32,733 - ERROR - Ping error for 10.0.2.97: Command '['ping', '-c', '1', '10.0.2.97']' timed out after 2 seconds
2025-02-10 09:13:32,734 - ERROR - Ping error for 10.0.2.98: Command '['ping', '-c', '1', '10.0.2.98']' timed out after 2 seconds
2025-02-10 09:13:32,739 - ERROR - Ping error for 10.0.2.100: Command '['ping', '-c', '1', '10.0.2.100']' timed out after 2 seconds
2025-02-10 09:13:32,742 - ERROR - Ping error for 10.0.2.102: Command '['ping', '-c', '1', '10.0.2.102']' timed out after 2 seconds
2025-02-10 09:13:32,744 - ERROR - Ping error for 10.0.2.96: Command '['ping', '-c', '1', '10.0.2.96']' timed out after 2 seconds
2025-02-10 09:13:32,745 - ERROR - Ping error for 10.0.2.101: Command '['ping', '-c', '1', '10.0.2.101']' timed out after 2 seconds
2025-02-10 09:13:32,746 - ERROR - Ping error for 10.0.2.103: Command '['ping', '-c', '1', '10.0.2.103']' timed out after 2 seconds
2025-02-10 09:13:32,746 - ERROR - Ping error for 10.0.2.104: Command '['ping', '-c', '1', '10.0.2.104']' timed out after 2 seconds
2025-02-10 09:13:34,562 - ERROR - Ping error for 10.0.2.105: Command '['ping', '-c', '1', '10.0.2.105']' timed out after 2 seconds
2025-02-10 09:13:34,589 - ERROR - Ping error for 10.0.2.106: Command '['ping', '-c', '1', '10.0.2.106']' timed out after 2 seconds
2025-02-10 09:13:34,622 - ERROR - Ping error for 10.0.2.107: Command '['ping', '-c', '1', '10.0.2.107']' timed out after 2 seconds
2025-02-10 09:13:34,623 - ERROR - Ping error for 10.0.2.108: Command '['ping', '-c', '1', '10.0.2.108']' timed out after 2 seconds
2025-02-10 09:13:34,624 - ERROR - Ping error for 10.0.2.109: Command '['ping', '-c', '1', '10.0.2.109']' timed out after 2 seconds
2025-02-10 09:13:34,624 - ERROR - Ping error for 10.0.2.110: Command '['ping', '-c', '1', '10.0.2.110']' timed out after 2 seconds
2025-02-10 09:13:34,635 - ERROR - Ping error for 10.0.2.111: Command '['ping', '-c', '1', '10.0.2.111']' timed out after 2 seconds
2025-02-10 09:13:34,637 - ERROR - Ping error for 10.0.2.112: Command '['ping', '-c', '1', '10.0.2.112']' timed out after 2 seconds
2025-02-10 09:13:34,637 - ERROR - Ping error for 10.0.2.113: Command '['ping', '-c', '1', '10.0.2.113']' timed out after 2 seconds
2025-02-10 09:13:34,651 - ERROR - Ping error for 10.0.2.116: Command '['ping', '-c', '1', '10.0.2.116']' timed out after 2 seconds
2025-02-10 09:13:34,653 - ERROR - Ping error for 10.0.2.114: Command '['ping', '-c', '1', '10.0.2.114']' timed out after 2 seconds
2025-02-10 09:13:34,654 - ERROR - Ping error for 10.0.2.115: Command '['ping', '-c', '1', '10.0.2.115']' timed out after 2 seconds
2025-02-10 09:13:34,656 - ERROR - Ping error for 10.0.2.118: Command '['ping', '-c', '1', '10.0.2.118']' timed out after 2 seconds
2025-02-10 09:13:34,654 - ERROR - Ping error for 10.0.2.120: Command '['ping', '-c', '1', '10.0.2.120']' timed out after 2 seconds
2025-02-10 09:13:34,657 - ERROR - Ping error for 10.0.2.117: Command '['ping', '-c', '1', '10.0.2.117']' timed out after 2 seconds
2025-02-10 09:13:34,660 - ERROR - Ping error for 10.0.2.119: Command '['ping', '-c', '1', '10.0.2.119']' timed out after 2 seconds
2025-02-10 09:13:34,669 - ERROR - Ping error for 10.0.2.123: Command '['ping', '-c', '1', '10.0.2.123']' timed out after 2 seconds
2025-02-10 09:13:34,669 - ERROR - Ping error for 10.0.2.122: Command '['ping', '-c', '1', '10.0.2.122']' timed out after 2 seconds
2025-02-10 09:13:34,669 - ERROR - Ping error for 10.0.2.121: Command '['ping', '-c', '1', '10.0.2.121']' timed out after 2 seconds
2025-02-10 09:13:34,674 - ERROR - Ping error for 10.0.2.125: Command '['ping', '-c', '1', '10.0.2.125']' timed out after 2 seconds
2025-02-10 09:13:34,674 - ERROR - Ping error for 10.0.2.124: Command '['ping', '-c', '1', '10.0.2.124']' timed out after 2 seconds
2025-02-10 09:13:34,675 - ERROR - Ping error for 10.0.2.126: Command '['ping', '-c', '1', '10.0.2.126']' timed out after 2 seconds
2025-02-10 09:13:34,680 - ERROR - Ping error for 10.0.2.127: Command '['ping', '-c', '1', '10.0.2.127']' timed out after 2 seconds
2025-02-10 09:13:34,684 - ERROR - Ping error for 10.0.2.128: Command '['ping', '-c', '1', '10.0.2.128']' timed out after 2 seconds
2025-02-10 09:13:34,686 - ERROR - Ping error for 10.0.2.132: Command '['ping', '-c', '1', '10.0.2.132']' timed out after 2 seconds
2025-02-10 09:13:34,686 - ERROR - Ping error for 10.0.2.129: Command '['ping', '-c', '1', '10.0.2.129']' timed out after 2 seconds
2025-02-10 09:13:34,687 - ERROR - Ping error for 10.0.2.130: Command '['ping', '-c', '1', '10.0.2.130']' timed out after 2 seconds
2025-02-10 09:13:34,688 - ERROR - Ping error for 10.0.2.131: Command '['ping', '-c', '1', '10.0.2.131']' timed out after 2 seconds
2025-02-10 09:13:34,691 - ERROR - Ping error for 10.0.2.134: Command '['ping', '-c', '1', '10.0.2.134']' timed out after 2 seconds
2025-02-10 09:13:34,692 - ERROR - Ping error for 10.0.2.133: Command '['ping', '-c', '1', '10.0.2.133']' timed out after 2 seconds
2025-02-10 09:13:34,698 - ERROR - Ping error for 10.0.2.135: Command '['ping', '-c', '1', '10.0.2.135']' timed out after 2 seconds
2025-02-10 09:13:34,700 - ERROR - Ping error for 10.0.2.136: Command '['ping', '-c', '1', '10.0.2.136']' timed out after 2 seconds
2025-02-10 09:13:34,705 - ERROR - Ping error for 10.0.2.137: Command '['ping', '-c', '1', '10.0.2.137']' timed out after 2 seconds
2025-02-10 09:13:34,707 - ERROR - Ping error for 10.0.2.138: Command '['ping', '-c', '1', '10.0.2.138']' timed out after 2 seconds
2025-02-10 09:13:34,708 - ERROR - Ping error for 10.0.2.139: Command '['ping', '-c', '1', '10.0.2.139']' timed out after 2 seconds
2025-02-10 09:13:34,715 - ERROR - Ping error for 10.0.2.140: Command '['ping', '-c', '1', '10.0.2.140']' timed out after 2 seconds
2025-02-10 09:13:34,717 - ERROR - Ping error for 10.0.2.142: Command '['ping', '-c', '1', '10.0.2.142']' timed out after 2 seconds
2025-02-10 09:13:34,717 - ERROR - Ping error for 10.0.2.141: Command '['ping', '-c', '1', '10.0.2.141']' timed out after 2 seconds
2025-02-10 09:13:34,720 - ERROR - Ping error for 10.0.2.143: Command '['ping', '-c', '1', '10.0.2.143']' timed out after 2 seconds
2025-02-10 09:13:34,735 - ERROR - Ping error for 10.0.2.145: Command '['ping', '-c', '1', '10.0.2.145']' timed out after 2 seconds
2025-02-10 09:13:34,736 - ERROR - Ping error for 10.0.2.144: Command '['ping', '-c', '1', '10.0.2.144']' timed out after 2 seconds
2025-02-10 09:13:34,737 - ERROR - Ping error for 10.0.2.147: Command '['ping', '-c', '1', '10.0.2.147']' timed out after 2 seconds
2025-02-10 09:13:34,737 - ERROR - Ping error for 10.0.2.146: Command '['ping', '-c', '1', '10.0.2.146']' timed out after 2 seconds
2025-02-10 09:13:34,742 - ERROR - Ping error for 10.0.2.148: Command '['ping', '-c', '1', '10.0.2.148']' timed out after 2 seconds
2025-02-10 09:13:34,748 - ERROR - Ping error for 10.0.2.150: Command '['ping', '-c', '1', '10.0.2.150']' timed out after 2 seconds
2025-02-10 09:13:34,749 - ERROR - Ping error for 10.0.2.149: Command '['ping', '-c', '1', '10.0.2.149']' timed out after 2 seconds
2025-02-10 09:13:34,754 - ERROR - Ping error for 10.0.2.152: Command '['ping', '-c', '1', '10.0.2.152']' timed out after 2 seconds
2025-02-10 09:13:34,754 - ERROR - Ping error for 10.0.2.154: Command '['ping', '-c', '1', '10.0.2.154']' timed out after 2 seconds
2025-02-10 09:13:34,755 - ERROR - Ping error for 10.0.2.153: Command '['ping', '-c', '1', '10.0.2.153']' timed out after 2 seconds
2025-02-10 09:13:34,760 - ERROR - Ping error for 10.0.2.151: Command '['ping', '-c', '1', '10.0.2.151']' timed out after 2 seconds
2025-02-10 09:13:36,567 - ERROR - Ping error for 10.0.2.155: Command '['ping', '-c', '1', '10.0.2.155']' timed out after 2 seconds
2025-02-10 09:13:36,592 - ERROR - Ping error for 10.0.2.156: Command '['ping', '-c', '1', '10.0.2.156']' timed out after 2 seconds
2025-02-10 09:13:36,629 - ERROR - Ping error for 10.0.2.157: Command '['ping', '-c', '1', '10.0.2.157']' timed out after 2 seconds
2025-02-10 09:13:36,630 - ERROR - Ping error for 10.0.2.158: Command '['ping', '-c', '1', '10.0.2.158']' timed out after 2 seconds
2025-02-10 09:13:36,631 - ERROR - Ping error for 10.0.2.159: Command '['ping', '-c', '1', '10.0.2.159']' timed out after 2 seconds
2025-02-10 09:13:36,633 - ERROR - Ping error for 10.0.2.160: Command '['ping', '-c', '1', '10.0.2.160']' timed out after 2 seconds
2025-02-10 09:13:36,639 - ERROR - Ping error for 10.0.2.161: Command '['ping', '-c', '1', '10.0.2.161']' timed out after 2 seconds
2025-02-10 09:13:36,650 - ERROR - Ping error for 10.0.2.162: Command '['ping', '-c', '1', '10.0.2.162']' timed out after 2 seconds
2025-02-10 09:13:36,651 - ERROR - Ping error for 10.0.2.163: Command '['ping', '-c', '1', '10.0.2.163']' timed out after 2 seconds
2025-02-10 09:13:36,656 - ERROR - Ping error for 10.0.2.164: Command '['ping', '-c', '1', '10.0.2.164']' timed out after 2 seconds
2025-02-10 09:13:36,660 - ERROR - Ping error for 10.0.2.167: Command '['ping', '-c', '1', '10.0.2.167']' timed out after 2 seconds
2025-02-10 09:13:36,661 - ERROR - Ping error for 10.0.2.166: Command '['ping', '-c', '1', '10.0.2.166']' timed out after 2 seconds
2025-02-10 09:13:36,662 - ERROR - Ping error for 10.0.2.168: Command '['ping', '-c', '1', '10.0.2.168']' timed out after 2 seconds
2025-02-10 09:13:36,663 - ERROR - Ping error for 10.0.2.165: Command '['ping', '-c', '1', '10.0.2.165']' timed out after 2 seconds
2025-02-10 09:13:36,664 - ERROR - Ping error for 10.0.2.169: Command '['ping', '-c', '1', '10.0.2.169']' timed out after 2 seconds
2025-02-10 09:13:36,667 - ERROR - Ping error for 10.0.2.170: Command '['ping', '-c', '1', '10.0.2.170']' timed out after 2 seconds
2025-02-10 09:13:36,674 - ERROR - Ping error for 10.0.2.172: Command '['ping', '-c', '1', '10.0.2.172']' timed out after 2 seconds
2025-02-10 09:13:36,675 - ERROR - Ping error for 10.0.2.171: Command '['ping', '-c', '1', '10.0.2.171']' timed out after 2 seconds
2025-02-10 09:13:36,676 - ERROR - Ping error for 10.0.2.173: Command '['ping', '-c', '1', '10.0.2.173']' timed out after 2 seconds
2025-02-10 09:13:36,678 - ERROR - Ping error for 10.0.2.175: Command '['ping', '-c', '1', '10.0.2.175']' timed out after 2 seconds
2025-02-10 09:13:36,678 - ERROR - Ping error for 10.0.2.174: Command '['ping', '-c', '1', '10.0.2.174']' timed out after 2 seconds
2025-02-10 09:13:36,681 - ERROR - Ping error for 10.0.2.176: Command '['ping', '-c', '1', '10.0.2.176']' timed out after 2 seconds
2025-02-10 09:13:36,683 - ERROR - Ping error for 10.0.2.177: Command '['ping', '-c', '1', '10.0.2.177']' timed out after 2 seconds
2025-02-10 09:13:36,688 - ERROR - Ping error for 10.0.2.178: Command '['ping', '-c', '1', '10.0.2.178']' timed out after 2 seconds
2025-02-10 09:13:36,690 - ERROR - Ping error for 10.0.2.180: Command '['ping', '-c', '1', '10.0.2.180']' timed out after 2 seconds
2025-02-10 09:13:36,691 - ERROR - Ping error for 10.0.2.179: Command '['ping', '-c', '1', '10.0.2.179']' timed out after 2 seconds
2025-02-10 09:13:36,692 - ERROR - Ping error for 10.0.2.181: Command '['ping', '-c', '1', '10.0.2.181']' timed out after 2 seconds
2025-02-10 09:13:36,694 - ERROR - Ping error for 10.0.2.182: Command '['ping', '-c', '1', '10.0.2.182']' timed out after 2 seconds
2025-02-10 09:13:36,698 - ERROR - Ping error for 10.0.2.183: Command '['ping', '-c', '1', '10.0.2.183']' timed out after 2 seconds
2025-02-10 09:13:36,699 - ERROR - Ping error for 10.0.2.184: Command '['ping', '-c', '1', '10.0.2.184']' timed out after 2 seconds
2025-02-10 09:13:36,702 - ERROR - Ping error for 10.0.2.185: Command '['ping', '-c', '1', '10.0.2.185']' timed out after 2 seconds
2025-02-10 09:13:36,703 - ERROR - Ping error for 10.0.2.186: Command '['ping', '-c', '1', '10.0.2.186']' timed out after 2 seconds
2025-02-10 09:13:36,710 - ERROR - Ping error for 10.0.2.187: Command '['ping', '-c', '1', '10.0.2.187']' timed out after 2 seconds
2025-02-10 09:13:36,711 - ERROR - Ping error for 10.0.2.188: Command '['ping', '-c', '1', '10.0.2.188']' timed out after 2 seconds
2025-02-10 09:13:36,712 - ERROR - Ping error for 10.0.2.189: Command '['ping', '-c', '1', '10.0.2.189']' timed out after 2 seconds
2025-02-10 09:13:36,720 - ERROR - Ping error for 10.0.2.191: Command '['ping', '-c', '1', '10.0.2.191']' timed out after 2 seconds
2025-02-10 09:13:36,721 - ERROR - Ping error for 10.0.2.192: Command '['ping', '-c', '1', '10.0.2.192']' timed out after 2 seconds
2025-02-10 09:13:36,722 - ERROR - Ping error for 10.0.2.190: Command '['ping', '-c', '1', '10.0.2.190']' timed out after 2 seconds
2025-02-10 09:13:36,724 - ERROR - Ping error for 10.0.2.193: Command '['ping', '-c', '1', '10.0.2.193']' timed out after 2 seconds
2025-02-10 09:13:36,740 - ERROR - Ping error for 10.0.2.194: Command '['ping', '-c', '1', '10.0.2.194']' timed out after 2 seconds
2025-02-10 09:13:36,741 - ERROR - Ping error for 10.0.2.195: Command '['ping', '-c', '1', '10.0.2.195']' timed out after 2 seconds
2025-02-10 09:13:36,742 - ERROR - Ping error for 10.0.2.196: Command '['ping', '-c', '1', '10.0.2.196']' timed out after 2 seconds
2025-02-10 09:13:36,744 - ERROR - Ping error for 10.0.2.197: Command '['ping', '-c', '1', '10.0.2.197']' timed out after 2 seconds
2025-02-10 09:13:36,754 - ERROR - Ping error for 10.0.2.198: Command '['ping', '-c', '1', '10.0.2.198']' timed out after 2 seconds
2025-02-10 09:13:36,754 - ERROR - Ping error for 10.0.2.200: Command '['ping', '-c', '1', '10.0.2.200']' timed out after 2 seconds
2025-02-10 09:13:36,755 - ERROR - Ping error for 10.0.2.199: Command '['ping', '-c', '1', '10.0.2.199']' timed out after 2 seconds
2025-02-10 09:13:36,764 - ERROR - Ping error for 10.0.2.201: Command '['ping', '-c', '1', '10.0.2.201']' timed out after 2 seconds
2025-02-10 09:13:36,766 - ERROR - Ping error for 10.0.2.202: Command '['ping', '-c', '1', '10.0.2.202']' timed out after 2 seconds
2025-02-10 09:13:36,767 - ERROR - Ping error for 10.0.2.203: Command '['ping', '-c', '1', '10.0.2.203']' timed out after 2 seconds
2025-02-10 09:13:36,769 - ERROR - Ping error for 10.0.2.204: Command '['ping', '-c', '1', '10.0.2.204']' timed out after 2 seconds
2025-02-10 09:13:38,573 - ERROR - Ping error for 10.0.2.205: Command '['ping', '-c', '1', '10.0.2.205']' timed out after 2 seconds
2025-02-10 09:13:38,597 - ERROR - Ping error for 10.0.2.206: Command '['ping', '-c', '1', '10.0.2.206']' timed out after 2 seconds
2025-02-10 09:13:38,636 - ERROR - Ping error for 10.0.2.207: Command '['ping', '-c', '1', '10.0.2.207']' timed out after 2 seconds
2025-02-10 09:13:38,637 - ERROR - Ping error for 10.0.2.208: Command '['ping', '-c', '1', '10.0.2.208']' timed out after 2 seconds
2025-02-10 09:13:38,637 - ERROR - Ping error for 10.0.2.210: Command '['ping', '-c', '1', '10.0.2.210']' timed out after 2 seconds
2025-02-10 09:13:38,638 - ERROR - Ping error for 10.0.2.209: Command '['ping', '-c', '1', '10.0.2.209']' timed out after 2 seconds
2025-02-10 09:13:38,655 - ERROR - Ping error for 10.0.2.211: Command '['ping', '-c', '1', '10.0.2.211']' timed out after 2 seconds
2025-02-10 09:13:38,656 - ERROR - Ping error for 10.0.2.212: Command '['ping', '-c', '1', '10.0.2.212']' timed out after 2 seconds
2025-02-10 09:13:38,657 - ERROR - Ping error for 10.0.2.213: Command '['ping', '-c', '1', '10.0.2.213']' timed out after 2 seconds
2025-02-10 09:13:38,663 - ERROR - Ping error for 10.0.2.214: Command '['ping', '-c', '1', '10.0.2.214']' timed out after 2 seconds
2025-02-10 09:13:38,669 - ERROR - Ping error for 10.0.2.215: Command '['ping', '-c', '1', '10.0.2.215']' timed out after 2 seconds
2025-02-10 09:13:38,671 - ERROR - Ping error for 10.0.2.216: Command '['ping', '-c', '1', '10.0.2.216']' timed out after 2 seconds
2025-02-10 09:13:38,670 - ERROR - Ping error for 10.0.2.219: Command '['ping', '-c', '1', '10.0.2.219']' timed out after 2 seconds
2025-02-10 09:13:38,670 - ERROR - Ping error for 10.0.2.217: Command '['ping', '-c', '1', '10.0.2.217']' timed out after 2 seconds
